uuid,seller_id,seller_firstname,seller_lastname,date_joined,country,contact_region,contact_date,contact_customer_fullname,contact_type,contact_product_type_offered_id,contact_product_type_offered,sale_net_amount,sale_gross_amount,sale_tax_rate,sale_product_total_cost
8b67979a-923d-446d-a7d5-63155d648918,683,Fidelia,Philoo,2018-10-27,GF,Bridgetown,2018-09-09,Bertine,Phone,310,Canned sausages,320.04,824.74,0.19,344.97
c3f21423-ec48-4551-80ed-aca9abc92c0f,77,Cassondra,Lynn,2022-10-25,SV,Horta (Azores),2011-04-03,Maisey,Email,240,Spätzle,264.91,714.59,0.19,378.45
f377a5ca-e520-4c84-9a2a-409ce361c171,387,Chloris,Herrera,2012-08-07,US,Enugu,2006-11-03,Celisse,Phone,813,Canned sausages,278.66,506.93,0.19,334.34
ac0199ed-7817-407a-98f1-c0dbf873fc91,108,Mathilda,Schwejda,2009-07-26,TN,Marseille,2018-03-29,Brena,Phone,733,Spätzle,387.39,600.71,0.19,385.35
ee3e9bbe-f615-426e-9cd1-2bdcdff77fb5,463,Frances,Isacco,2013-10-26,JM,Guadalajara,2002-11-01,Sibella,Email,452,Canned sausages,488.16,748.83,0.19,498.81
fbd523bf-4968-4da9-8d8e-573d7a819db3,624,Tilly,Doig,2013-11-10,AI,Dili,2020-09-18,Meghann,Email,491,Canned sausages,270.46,981.13,0.19,357.3
75b2b7ea-c0f3-4089-8e7a-99a9186ec3cf,364,Angela,Guthrie,2019-10-26,MZ,Lima,2023-12-19,Collen,Email,298,Canned sausages,350.03,557.42,0.19,418.94
fb67777b-9275-46a5-8124-da46fe4bb815,313,Donetta,Jerold,2004-05-03,JM,Kabul,2001-08-23,Allyce,Phone,780,Spätzle,310.84,687.01,0.19,324.06
f896b610-cbfe-4cd5-90c4-ce0092eea0a3,367,Elise,Couture,2003-12-08,ZW,Blantyre,2011-01-26,Vinita,Phone,443,Canned sausages,360.96,914.25,0.19,412.06
646928fc-bed6-4eec-8470-f156cf8da412,409,Cassondra,Baptlsta,2014-01-24,QA,Kunming,2024-05-27,Bernie,Phone,948,Canned sausages,440.7,888.74,0.19,344.96
90ac6e51-4e5b-445c-bbb1-ab08a56e63e7,257,Nollie,Deny,2006-05-11,ID,Alor Star,2020-07-05,Almeta,Phone,267,Spätzle,247.2,998.21,0.19,325.66
42e1efb7-464a-4c7b-9e11-13b7d5f45662,809,Cherrita,Chandler,2002-06-18,SK,Dammam,2013-01-07,Hallie,Email,478,Canned sausages,380.89,939.13,0.19,429.46
57167fc8-3f0f-4c33-8939-8ee9696e23d2,669,Danika,Rurik,2018-05-13,FJ,Maracaibo,2012-09-14,Celene,Email,677,Spätzle,482.9,977.73,0.19,339.67
edf13651-e98b-45d2-91a1-cabc6c9563fd,502,Mureil,Wandie,2015-04-14,CH,Ponta Delgada,2004-06-11,Cathyleen,Email,373,Spätzle,489.13,828.22,0.19,373.44
1d68364d-569f-4cab-87a5-23a053dec694,200,Janey,Sherrie,2004-08-19,AX,São Paulo,2018-06-19,Korrie,Phone,402,Spätzle,367.54,619.66,0.19,458.3
2c328398-b472-43c8-85e9-6f09855b639d,899,Gusty,Selway,2010-07-26,SR,Port-au-Prince,2019-03-16,Sue,Phone,872,Spätzle,225.02,751.93,0.19,332.45
0a661cf2-60c5-43d8-beab-f2768579256d,42,Charlena,Ulphia,2009-10-25,KW,Nouakchott,2009-07-11,Sam,Email,242,Canned sausages,496.34,763.87,0.19,388.35
a466c7b4-684c-44a1-b06c-7aee204b01f8,973,Tilly,Dahlia,2021-08-17,KY,İzmir,2002-10-16,Randa,Phone,322,Canned sausages,276.29,901.16,0.19,486.46
1d3b9c99-484d-4b8a-b0e8-4bb6f4ee866a,25,Malina,Garbe,2017-01-26,SD,Osaka,2019-08-21,Selma,Email,668,Spätzle,450.24,619.7,0.19,379.12
c3f79466-77f3-43ac-bebc-d700cf8618be,954,Tybie,Celestine,2010-10-14,IN,Zamboanga City,2006-03-27,Kamilah,Phone,474,Spätzle,376.16,800.05,0.19,338.22
a715769a-eb0b-41af-a210-f26d79a75a4f,378,Nicoli,Buttaro,2004-10-13,GD,Budapest,2020-12-05,Sonni,Phone,270,Spätzle,432.92,917.93,0.19,481.58
a7c71c85-bac4-4404-b42b-4d0282e56459,257,Carol-Jean,Brian,2019-04-18,MN,Leeds,2002-02-20,Gwyneth,Email,969,Spätzle,495.53,502.21,0.19,429.5
a507e0df-d5fd-41c7-b5ae-02b241666893,942,Sindee,Krystle,2007-03-22,DM,Brikama,2005-02-17,Vevay,Email,480,Canned sausages,205.2,817.86,0.19,389.03
aaee758f-36c1-4b79-bccb-90facdf9957b,832,Pamella,Eugenia,2007-06-29,QA,Basra,2003-10-09,Gilligan,Email,795,Canned sausages,401.46,622.87,0.19,448.42
8180ce72-951b-47ca-ad7e-f88eeb51dac0,698,Dotty,Radu,2022-05-03,VG,Marrakech,2012-06-14,Lusa,Phone,370,Canned sausages,279,953.79,0.19,476.07
d03a9b10-8ccb-406a-9e60-3ef6a7ff7dc7,430,Amara,Margarete,2013-12-05,AI,Fukuoka,2019-05-20,Wanda,Phone,354,Canned sausages,316.44,509.27,0.19,359.04
594904c2-8c3a-4290-a6ee-9964aad588cc,970,Cam,Federica,2008-09-09,TO,Punta Arenas,2009-06-29,Jasmina,Phone,467,Canned sausages,310.26,530.94,0.19,449.35
594364a4-3c3a-4886-82f4-41a1537ec815,557,Jenda,Wattenberg,2021-01-24,LT,Padang,2008-07-05,Adriana,Phone,251,Canned sausages,453.4,856.22,0.19,441.18
49af84e2-0c6f-42dd-9ead-18c8d26a892b,729,Elsie,Brenn,2005-11-29,DK,Ibiza,2019-10-09,Roslyn,Email,300,Spätzle,411.5,601.7,0.19,311.65
2d54e371-6ea3-4cfb-bdb4-9413467d6154,611,Gabi,Quent,2011-06-13,MX,Okinawa,2020-07-13,Fredericka,Phone,484,Spätzle,364.06,636.9,0.19,318.13
7e28994c-2ff9-428b-a339-fe8d32eacf81,177,Elie,Edmund,2021-07-07,PN,Saint-Denis,2003-03-31,Belva,Phone,660,Spätzle,463.13,927.98,0.19,368.46
9aea8c0e-cb99-4261-9da2-c4e8b5fe214e,874,Starla,Ardeha,2015-04-11,LR,Providence,2019-06-14,Merci,Phone,502,Canned sausages,489.79,520.99,0.19,300.15
e2b8964f-a7bc-4026-950d-df831d861296,32,Thalia,Sasnett,2002-06-29,PE,Nanning,2002-12-12,Esmeralda,Phone,847,Canned sausages,346.02,927.86,0.19,309.61
71956a94-30a3-47ef-ad7a-122a3eb243b3,557,Wilma,Bertold,2024-03-19,UM,Damascus,2021-07-03,Patricia,Email,240,Canned sausages,385.05,853.28,0.19,456.39
cbb53226-65a7-4f9e-8550-2214f2481bad,395,Maud,Raama,2017-01-21,NA,Huế,2003-12-08,Iseabal,Email,214,Canned sausages,215.42,837.9,0.19,351.55
55cde7c0-2991-48d5-a26a-122db7f05277,639,Luci,Himelman,2023-02-03,VC,Paris,2015-07-15,Moyna,Phone,742,Spätzle,208.48,685.26,0.19,351.45
6d9d7ff5-2dd0-4f08-b211-fa2e41a8162d,692,Chandra,Ehrman,2013-04-04,KM,Conakry,2018-03-31,Bertine,Phone,54,Canned sausages,490.66,738.78,0.19,434.36
94b75c45-b160-41f0-bd07-50e328dfafcd,296,Chloris,Karna,2014-07-03,NA,Espoo,2022-09-09,Leeanne,Email,59,Spätzle,480.73,757.2,0.19,426.29
37580de3-2b58-4ab7-adc3-e0efd4269bf6,274,Katleen,Tice,2002-08-18,NA,Suez,2000-01-11,Brynna,Phone,353,Canned sausages,250.61,622.86,0.19,374.64
d441ab03-8226-414c-bc5d-e53178fad44f,573,Julieta,Hedve,2023-07-22,SN,Bahía Blanca,2001-09-02,Catrina,Phone,703,Canned sausages,445.09,795.11,0.19,358.17
44bcfb41-fca2-4961-a214-8f4dfe9527a1,126,Maurene,Baptlsta,2005-04-13,HM,Cincinnati,2020-08-25,Shauna,Phone,500,Spätzle,353.76,750.64,0.19,414.31
0bc0e4db-7f6e-4b2f-8fb7-8de63dbe000d,787,Anallese,Joachim,2001-10-11,LS,Kinshasa,2010-05-19,Katleen,Phone,86,Spätzle,301.88,584.18,0.19,412.2
f42c3fab-ec0e-43be-a820-4873693824d0,273,Myriam,Westphal,2007-12-27,DO,Regina,2001-08-05,Jaclyn,Phone,474,Spätzle,295.12,967.9,0.19,422.5
06749e32-2d2f-45d2-acf2-cd37fa8aa052,483,Silvana,Calhoun,2009-05-21,PK,Dededo,2000-06-21,Celestyna,Phone,81,Spätzle,255.07,902.9,0.19,401.22
f3a564df-21f3-456e-b5a7-14efc191ff34,54,Ketti,Kamaria,2022-12-19,GD,Belfast,2003-03-12,Vivia,Phone,600,Spätzle,212.04,797.94,0.19,319.94
51edc0f3-4212-460c-b6cf-a393258f47e5,437,Marylou,Irmine,2020-05-20,MK,Shanghai,2014-02-17,Steffane,Phone,798,Spätzle,236.69,787.26,0.19,406.01
6698be35-de24-4be4-b562-d06e065d4532,805,Gertrud,Papageno,2011-06-22,FK,Darwin,2007-04-23,Marcelline,Phone,910,Canned sausages,302.64,954.81,0.19,383.11
84b13650-e602-4db5-b23a-460b973ee323,73,Karlee,Leifeste,2013-03-21,PW,Ljubljana,2023-03-21,Cathyleen,Email,972,Canned sausages,218.54,876.87,0.19,374.43
ba48d9a8-0fd5-4c3a-8388-bfcc826ea888,417,Emylee,Lauraine,2023-09-29,AO,Port of Spain,2010-10-17,Joleen,Phone,139,Canned sausages,456.92,704.23,0.19,344.36
6c3f3bcc-b245-4af6-aca1-e7e9d0f379a9,759,Bertine,Thema,2022-03-19,DZ,Gibraltar,2011-06-18,Gratia,Phone,27,Canned sausages,470.82,963.86,0.19,321.04
ba573e42-d1c6-4f4a-a263-e3751216aa15,395,Karolina,Goldina,2019-07-05,NA,Rome,2021-10-02,Jorry,Email,233,Canned sausages,396.86,928.31,0.19,334.36
7d467927-92ea-4b6c-990b-27c374cafe49,521,Janenna,Drisko,2018-04-24,LY,Antofagasta,2010-04-23,Renae,Phone,149,Canned sausages,240.89,953.25,0.19,393.02
4aa4dfb5-bb19-463b-860a-86356d352a0c,26,Chrystel,Braun,2023-11-26,TF,Chittagong,2018-05-27,Kathy,Email,844,Spätzle,486.28,875.92,0.19,441.56
4b4c161a-7a94-4003-98a6-8898b08850e1,866,Marleah,Erskine,2007-07-15,LR,Zamboanga City,2011-08-14,Lizzie,Email,692,Spätzle,356.53,736.36,0.19,360.71
b9bf74d8-9456-43be-a7b3-dcc8e77b26d3,16,Candi,Hewitt,2001-01-04,PR,Udon Thani,2019-08-04,Laurene,Phone,542,Canned sausages,274.3,740.67,0.19,474.52
d6333ee2-ec08-4d39-95fe-28f1fc8faf3a,646,Clary,Voletta,2022-04-06,IO,La Paz,2023-05-09,Marline,Phone,281,Spätzle,385.84,538.9,0.19,451.51
4adebce3-3d60-42bc-9cb2-166a3d5cef8b,484,Audrie,Halsey,2019-04-30,SA,Cologne,2020-08-27,Ezmeralda,Phone,899,Spätzle,476.53,855.89,0.19,357.07
9c2141d8-6a01-4894-ba1d-3cd876388513,712,Willetta,Secrest,2003-01-23,DM,Lobamba,2002-12-18,Calla,Phone,927,Spätzle,490.97,649.84,0.19,341.56
e865e1df-db6d-4d8a-866a-9d1a8e8ee0af,200,Natka,Vale,2012-08-07,PE,Lucknow,2006-01-04,Aeriela,Phone,145,Canned sausages,277.67,871.89,0.19,389.5
b9febbb8-42f9-4149-86e9-6bdab49f22e3,267,Hope,Corabella,2001-05-28,CX,Ulan Bator,2022-01-05,Jessy,Phone,728,Spätzle,331.92,875.22,0.19,300.75
022da371-f15f-4760-8f5d-a552c7e5e06d,100,Eolanda,Vorster,2020-09-14,BV,Milan,2005-06-07,Harrietta,Email,239,Spätzle,394.98,779.11,0.19,331.04
61de34e9-2208-4c61-b8cc-e624cf42e297,470,Minne,Nadia,2008-02-06,TN,Djibouti (city),2021-08-02,Chere,Phone,966,Canned sausages,466.25,547.13,0.19,420.51
7fcd241a-9351-4b72-9ffe-3b73c5d6f774,658,Annora,Georgy,2001-03-04,BS,Strasbourg,2010-05-20,Bertine,Phone,373,Spätzle,414.4,514.82,0.19,367.98
7fe5d769-8f38-4c65-9b18-e34de66d78ef,248,Florie,Leopold,2020-02-07,KN,Hargeisa,2016-05-13,Verla,Email,912,Spätzle,435.37,670.94,0.19,305.98
f5ad6304-39f8-4928-861a-f2fcb93ce22a,303,Renie,Hilbert,2022-09-12,BT,Malacca Town,2004-02-03,Gusella,Phone,519,Canned sausages,371.59,958.19,0.19,398.15
2be62e18-4bb7-430c-87d8-d64a0811f9ab,597,Bertine,Buttaro,2004-01-31,VE,Ashgabat,2008-03-14,Gianina,Email,331,Canned sausages,481.37,828.66,0.19,406.7
daff78d7-53a0-42d7-958b-dd81fe3e90a8,597,Donnie,Martguerita,2009-07-08,GQ,Cleveland,2002-01-13,Selma,Email,830,Canned sausages,412.72,795.09,0.19,452.91
b37e9c8c-35cc-4262-8de9-4defea277024,969,Maud,Richers,2017-04-07,GG,Mendoza,2011-02-02,Jany,Email,799,Canned sausages,236.6,912.97,0.19,437.49
81f74d3c-7ac6-4259-a94e-69d9652a8fd5,510,Basia,Vastah,2018-10-19,AW,Beirut,2020-09-13,Sue,Phone,870,Canned sausages,442.89,888.71,0.19,468.94
baaa5eb9-b708-4835-b0dd-ce1fdbf1469b,731,Melisent,Kravits,2017-12-25,MY,Toulouse,2019-04-28,Libbie,Email,731,Spätzle,248.64,648.51,0.19,328.67
6e1e1706-f07b-4eba-be1d-7d7b904bf038,860,Donetta,Lowry,2008-07-09,MW,Thessaloniki,2010-05-16,Trudie,Phone,7,Canned sausages,289.5,931.66,0.19,468.92
484452b2-f9ea-485e-af9e-2e2bfbe84c7c,701,Bobinette,Croix,2015-03-21,PH,Phuket (city),2020-11-21,Doralynne,Email,754,Canned sausages,440.76,992.72,0.19,406.68
cc0d88fc-2a3c-4d21-bbab-86c0ef7f661c,47,Queenie,Infield,2009-06-14,MX,Gaziantep,2013-06-01,Juliane,Phone,267,Canned sausages,415.24,856.55,0.19,495.68
9e17f261-030c-4e46-931e-6212a43cf4b6,637,Carmencita,Sammons,2001-12-09,CY,Hangzhou,2014-08-20,Deirdre,Email,173,Canned sausages,423.67,895.4,0.19,450.73
b78d3d4f-b304-430b-a5ad-bbcf974a5592,923,Roxane,Pip,2011-07-12,CS,Calama,2024-05-19,Laurene,Email,387,Canned sausages,310.36,989.74,0.19,394.73
ba7fe6c8-5e51-4984-9265-18f877e58527,999,Eugine,Odysseus,2016-09-03,ET,Philadelphia,2021-05-10,Agnese,Phone,142,Spätzle,353.12,857.22,0.19,311.91
885b5efa-2780-468a-86ec-449446e44acc,159,Talya,Burnside,2020-08-05,TM,Santa Cruz de la Sierra,2017-12-25,Gisela,Email,158,Spätzle,492.51,885.47,0.19,435.41
af4dfdb3-7449-4516-8e11-292c5a22a232,481,Nananne,Linehan,2018-11-08,BH,Ahmedabad,2006-10-01,Mallory,Phone,93,Spätzle,461.26,932.4,0.19,368.97
23f0de22-ee40-47ad-9bbc-02224d331cc1,309,Vevay,Pulsifer,2000-08-01,GA,Colombo,2015-08-06,Stacey,Email,376,Canned sausages,488.03,900.71,0.19,487.88
1cea215d-c12a-43bc-901e-926ec5a53040,973,Sibella,Maryanne,2017-09-04,RW,El Aaiún,2000-10-10,Lonnie,Phone,692,Spätzle,315.99,692.71,0.19,355.26
4c34c6dd-a489-48af-b26c-ce1d14984c71,467,Ofilia,Swigart,2000-04-06,PA,Santa Cruz de la Sierra,2005-09-22,Trixi,Phone,84,Canned sausages,297.05,547.5,0.19,321.06
96b22322-07b7-4963-afdc-49aa82e4bd35,84,Nickie,Mata,2001-12-28,QA,Colombo,2015-05-07,Madalyn,Email,39,Canned sausages,272.76,987.85,0.19,348.48
60a2a048-9815-4c36-88c1-22cefd81640e,63,Elka,Charity,2010-03-28,AU,Amman,2009-08-31,Gusty,Phone,951,Canned sausages,455.6,583.4,0.19,336.67
8f88bd84-6440-4e2e-8538-04c6533fc054,182,Deirdre,Land,2002-08-05,LV,Porto-Novo,2001-08-10,Danny,Phone,955,Spätzle,439.87,743.08,0.19,306.64
2fb0144b-b26c-48ea-9e43-6a234800ea5b,515,Sadie,Standing,2005-01-04,DK,Murmansk,2011-10-03,Kimberley,Phone,764,Spätzle,234.71,963.65,0.19,491.26
74bfc107-5520-4e1f-917a-4548b3cba266,723,Gusella,Destinee,2010-04-21,KE,Newcastle,2009-05-03,Calla,Phone,797,Spätzle,326.17,658.91,0.19,418.11
d4a09882-f197-4573-b33d-70cd1896326c,138,Marylou,Zetta,2002-12-07,BS,Rockhampton,2009-07-21,Stacey,Email,632,Spätzle,292.85,714.7,0.19,492.24
14e896fc-3af8-4aaf-993d-bf867637843b,580,Carree,Wesle,2017-07-12,MU,Wellington,2009-09-25,Hallie,Email,471,Canned sausages,373.48,986.13,0.19,389.5
67a5060d-d3a2-423d-b34c-f61539021f87,990,Genevra,Fiann,2008-02-22,LR,Dongguan,2010-03-31,Kial,Phone,741,Canned sausages,281.77,669.02,0.19,483.62
e58dee0f-f29c-4048-b056-9ed43b6dc617,433,Randa,Aprile,2010-01-12,MS,Thiès,2001-04-13,Meg,Phone,976,Spätzle,317.64,664.76,0.19,357.92
37540813-edc4-48f0-97d7-f2fed8627e56,719,Annabela,Adrienne,2019-05-23,PM,Multan,2024-02-25,Cathie,Email,200,Canned sausages,464.05,988.33,0.19,391.65
a6abe4fc-286e-4cc2-b79e-b538e3e2a061,854,Alia,Newell,2002-04-07,GU,Magadan,2014-02-23,Shandie,Phone,423,Spätzle,235.16,863.96,0.19,496.25
059c268c-83e1-499e-89a4-f68cc79156d0,606,Sheelagh,Mike,2012-08-14,KG,Ürümqi,2022-03-17,Justinn,Email,417,Spätzle,223.97,638.08,0.19,362.59
d47f37a7-42c1-4689-8310-2402850d115d,706,Shel,Barney,2003-09-23,SM,Damascus,2012-09-23,Celene,Phone,211,Canned sausages,215.42,662.48,0.19,381.29
fc8468f1-9d47-46d1-8650-0f9202324b1e,125,Candy,Stoller,2003-04-05,IR,Marseille,2013-08-02,Annora,Phone,488,Canned sausages,365.06,796.36,0.19,323.75
3ad4eca7-9541-42d2-b76a-449c6b611778,251,Leia,Olin,2022-05-28,CZ,Hamilton,2017-02-05,Marjie,Email,129,Spätzle,267.66,792.4,0.19,448.72
3fd17f8e-f6c5-4172-99a9-fac5b4d956de,736,Robinia,Fairweather,2002-05-14,PK,Adana,2021-03-05,Ardys,Email,132,Spätzle,264.43,743.83,0.19,375.88
91f9e052-b1fd-44ee-abbe-d4c502beafa6,589,Dennie,Marisa,2015-10-25,QA,Cairo,2017-12-12,Nita,Phone,818,Spätzle,493.75,654.46,0.19,384.9
91cfd1ec-8417-492f-b3b2-7403a5b1c477,581,Gusella,Genna,2011-09-03,BR,Lahore,2014-06-04,Addia,Phone,916,Spätzle,322.34,652.9,0.19,365.53
ae39ca0f-a680-446d-a43f-22b76ca7743b,120,Renie,Karna,2020-12-21,SB,Nouméa,2020-05-07,Dari,Phone,52,Canned sausages,359.52,667.57,0.19,454.22
6968dd83-ea80-4220-bba1-6016e94f43db,567,Elyssa,Lauraine,2000-01-19,DJ,Hyderabad,2010-09-02,Benita,Email,880,Canned sausages,291.81,976.28,0.19,483.73
088ed1f5-8f49-4ec5-ab28-e6b98856d1fb,186,Marcelline,Hubert,2006-01-19,RU,Nairobi,2008-06-16,Emylee,Email,198,Canned sausages,396.02,605.22,0.19,494.44
34c65e87-d7c6-4eab-87be-5d070bdc6a6a,463,Carlie,Granoff,2001-05-20,TO,Tartu,2009-08-03,Nelle,Email,169,Spätzle,311.49,903.81,0.19,341.17
204b3723-7134-4776-ba38-9cd01b4b4c1f,563,Taffy,Ranjiv,2006-08-04,TJ,Tórshavn,2016-11-01,Rebeca,Phone,735,Canned sausages,296.48,926.11,0.19,389.29
e53924fb-6f99-429a-8080-1f3322715304,597,Agathe,Bouchard,2017-04-10,MG,Geelong,2007-07-18,Hildegaard,Email,543,Canned sausages,375.88,965.54,0.19,306.24
fb30700d-3768-4313-a0f3-169974bf864a,579,Rosene,Sekofski,2004-04-11,CO,Samara,2000-12-04,Riannon,Phone,372,Canned sausages,470.1,944.31,0.19,396.75
d99782a2-b175-4ae0-9872-a9d3a14c2657,563,Drucie,Raimondo,2003-08-23,PY,Belmopan,2010-11-10,Brana,Email,716,Canned sausages,388.36,535.05,0.19,351.41
f149aecb-fc8b-4ac4-8ad0-5f5261d487ad,248,Chickie,Johanna,2012-04-21,CG,Yekaterinburg,2016-11-22,Joelly,Email,526,Spätzle,267.58,701.35,0.19,389.48
00199706-73b2-4da8-b971-bd8678dc474f,845,Tierney,Rese,2024-12-28,MQ,Espoo,2021-06-22,Minne,Phone,976,Spätzle,357.19,619.8,0.19,436.7
54211bb5-029b-4ec1-bc14-e4f2931cdc5e,397,Wileen,Salchunas,2007-01-03,AI,Shillong,2021-08-03,Daryl,Phone,370,Canned sausages,269.2,581.64,0.19,411.64
3a4cd232-8fd2-4c45-a5ac-20a6ecbb7971,916,Katuscha,Trinetta,2001-07-23,LU,Basra,2011-04-11,Cyb,Email,461,Spätzle,470.61,569.63,0.19,366.4
a1393959-04bc-4a9a-b7b9-e06fc036b50c,499,Gwyneth,Dalli,2016-04-12,KM,Puerto Williams,2024-03-26,Jean,Phone,299,Canned sausages,499.23,689.21,0.19,315.8
95b459fd-af64-4521-91af-57c2e50042e1,947,Drucie,Celestine,2021-03-05,NP,Papeete,2021-03-16,Cathie,Email,382,Spätzle,497.08,598.67,0.19,431.33
93f61bfd-111e-49cb-9c8a-336143296df9,698,Theodora,Bultman,2024-08-24,BO,Tabriz,2003-11-06,Chandra,Email,334,Spätzle,423.6,627.22,0.19,351.64
4a13ad80-c262-486a-8eb6-9e5d32e1d4bb,691,Sheelagh,Wittie,2010-10-05,ML,Niamey,2005-08-31,Annice,Email,538,Canned sausages,399.78,937.98,0.19,354.73
1438763e-a747-43ef-bd4e-64d7238e40a9,921,Tori,Koziara,2017-07-22,KY,Riyadh,2014-03-28,Lita,Phone,958,Spätzle,260.05,757.98,0.19,469.62
af962ca2-98dc-46bb-82b6-135a248a8a8b,114,Alleen,Yorick,2003-06-28,NO,Ciudad del Este,2000-05-26,Ana,Phone,810,Spätzle,422.93,863.09,0.19,374.46
ae5cfcc6-5084-426f-aeca-5ec7cedb561a,928,Marcelline,Jorgan,2011-10-06,SZ,Chaguanas,2019-06-09,Kassey,Email,591,Canned sausages,470.87,566.1,0.19,431.06
fd8f4440-18d1-4e9a-ad97-19885d9079a6,759,Nyssa,Cecile,2000-02-16,IT,Ürümqi,2004-04-04,Bill,Phone,37,Canned sausages,238.83,555,0.19,382.53
b37fd464-4141-4e61-a8d3-75ac7c61cdbf,120,Jolyn,Fabiola,2007-05-13,BO,Pontianak,2005-08-19,Sadie,Phone,849,Spätzle,260.38,649.32,0.19,422.77
18eee19c-b00a-4067-bde4-ae89420accaa,290,Stevana,Melan,2007-01-05,LY,Bangkok,2007-08-21,Konstance,Email,804,Canned sausages,230.54,893.09,0.19,420.98
0b08bd10-4278-42d0-8aee-2a69691aeb1d,515,Liana,Atcliffe,2012-07-28,UY,Palembang,2008-03-21,Natka,Email,272,Spätzle,482.75,781.73,0.19,405.31
81c54405-86af-4f68-a999-f42d3401f47b,651,Kore,Tremayne,2005-03-25,GU,Chihuahua,2000-05-21,Ekaterina,Phone,414,Canned sausages,494.16,555.04,0.19,306.32
67e13b03-8e13-4593-ae28-cb09617be18f,242,Lexine,Gale,2017-05-28,TO,Málaga,2009-03-14,Sadie,Email,651,Spätzle,482.38,841.02,0.19,310.6
ad3edd27-f7d7-4b68-93b9-8eb9d950d4bf,560,Daryl,Hurley,2014-08-21,LK,City of San Marino,2020-11-06,Sheelagh,Email,269,Spätzle,326.98,835.93,0.19,431.68
34b3bf29-bc42-4581-8bf3-d9d462cb97b5,236,Quintina,Bebe,2021-03-02,KY,Dibrugarh,2022-06-28,Madeleine,Phone,225,Canned sausages,328.76,626.9,0.19,315.22
a0a2e578-84c5-4141-bc88-16433c49b236,435,Lulita,Karl,2001-11-29,PK,Naples,2003-07-28,Jemie,Phone,454,Spätzle,390.44,546.6,0.19,394.01
5eb2aa7c-0b23-45ab-94ad-b56cc1c6e838,2,Jenilee,Atonsah,2005-09-19,EG,Libreville,2005-12-19,Ebonee,Email,665,Canned sausages,261.71,557.01,0.19,360.88
d2d8659b-8c2f-4c27-9c31-9c847aaee38d,886,Gratia,Richers,2013-01-22,TG,Kuwait City,2019-03-08,Max,Phone,22,Spätzle,489.97,501.38,0.19,477.51
f7f664ff-2ac8-46d4-b643-4736423b249b,722,Tani,Brodench,2018-12-22,TT,San Diego,2015-12-12,Ruthe,Email,627,Spätzle,298.85,858.52,0.19,372.41
50c7c726-d8dd-4de3-b4da-d724392df533,304,Mahalia,Ajay,2012-02-06,SD,Phnom Penh,2008-01-11,Correy,Phone,739,Canned sausages,309.98,960.22,0.19,369.19
59a71f3d-47a4-4e81-af8e-de24ebf2e4dd,223,Allis,Blisse,2006-12-04,CC,Sacramento,2007-11-08,Sara-Ann,Phone,798,Canned sausages,200.81,777.55,0.19,348
523d667b-7128-44a8-9f30-22cffbdc232a,901,Ulrike,Garbe,2009-10-11,IN,Lima,2006-12-16,Flo,Phone,234,Spätzle,441.38,953.69,0.19,320.33
5d81dab0-bab5-4d6d-85a6-9335a1b7da42,415,Zsa Zsa,Lissi,2014-12-02,AD,Budapest,2022-10-23,Trixi,Email,350,Spätzle,324.4,511.29,0.19,304.08
2adca678-0c40-46f8-8db2-1a79c87ab949,96,Zsa Zsa,Fink,2014-04-18,ML,Punta Arenas,2006-03-30,Florencia,Email,586,Spätzle,213.09,795.55,0.19,399.96
92e1e73c-a2d7-4fe4-8729-8a7eeb1d57c1,71,Daphne,Germann,2004-05-04,IT,Dunedin,2021-11-16,Sidoney,Email,690,Canned sausages,428.2,615.87,0.19,402.52
88b6adf7-4bc8-4400-86fb-1f34eb59ccbf,120,Lisette,Dorine,2016-09-21,MP,Mersin,2016-05-06,Bettine,Phone,877,Spätzle,230.13,595.57,0.19,331.91
93b0c71e-ffc9-4e86-9392-15e2ec4c53a1,803,Moyna,Anyah,2010-01-28,MY,Tunis,2003-08-29,Taffy,Phone,678,Canned sausages,445.39,691.91,0.19,364.17
acc1cf79-94bd-468f-9e27-61c3f38352fb,646,Magdalena,Fulmer,2010-06-04,TR,Roseau,2024-02-06,Maridel,Phone,215,Spätzle,253.35,607.51,0.19,358.8
7c2be261-d7c1-49d4-bbbf-630d92b9a107,903,Jacquetta,Buffum,2010-08-03,NG,Quito,2017-03-23,Thalia,Phone,241,Spätzle,203.15,611.48,0.19,343.91
4a488014-630c-41ef-ad50-328bf4cb5e16,103,Merrie,Sekofski,2015-03-22,HK,Harbin,2002-04-02,Adele,Email,568,Canned sausages,454.76,610.13,0.19,462.2
7c69e30d-9f02-49f0-8796-3882f27ad064,632,Dari,Pascia,2005-07-02,SA,Gothenburg,2020-12-08,Shaylyn,Email,430,Spätzle,356.42,980.89,0.19,342.65
39402370-1414-476e-a875-e578602add1b,797,Dawn,Mintz,2017-08-28,VA,Chuí,2016-06-19,Abbie,Phone,925,Spätzle,477.84,867.89,0.19,382.08
1131206e-b06e-4797-a7b0-0777332f55bf,546,Heida,Ammann,2014-10-19,GE,Winnipeg,2003-10-15,Lily,Email,117,Spätzle,336.02,956.07,0.19,477.89
3b090059-3d6f-4639-b051-baee2e533e1b,958,Luci,MacIntosh,2006-12-13,RE,Pattaya,2024-01-14,Tina,Phone,286,Canned sausages,209.16,921.11,0.19,464.69
